new_tx_ids,unknown_a,unknown_b
"1-16,1-18",12-19,14-8
"1-16,1-18",12-19,14-9
"1-16,1-18",12-19,15-1
"1-16,1-18",12-19,15-19
"1-16,1-18",12-19,15-6
"1-16,1-18",12-19,16-1
"1-16,1-18",12-19,16-16
"1-16,1-18",12-19,16-19
"1-16,1-18",12-19,16-20
"1-16,1-18",12-19,16-5
"1-16,1-18",12-19,17-10
"1-16,1-18",12-19,17-11
"1-16,1-18",12-19,18-1
"1-16,1-18",12-19,18-10
"1-16,1-18",12-19,18-11
"1-16,1-18",12-19,18-12
"1-16,1-18",12-19,18-13
"1-16,1-18",12-19,18-14
"1-16,1-18",12-19,18-15
"1-16,1-18",12-19,18-16
"1-16,1-18",12-19,18-17
"1-16,1-18",12-19,18-2
"1-16,1-18",12-19,18-20
"1-16,1-18",12-19,18-4
"1-16,1-18",12-19,18-5
"1-16,1-18",12-19,18-7
"1-16,1-18",12-19,18-8
"1-16,1-18",12-19,18-9
"1-16,1-18",12-19,19-1
"1-16,1-18",12-19,19-10
"1-16,1-18",12-19,19-11
"1-16,1-18",12-19,19-12
"1-16,1-18",12-19,19-13
"1-16,1-18",12-19,19-14
"1-16,1-18",12-19,19-19
"1-16,1-18",12-19,19-20
"1-16,1-18",12-19,19-3
"1-16,1-18",12-19,19-4
"1-16,1-18",12-19,19-6
"1-16,1-18",12-19,19-7
"1-16,1-18",12-19,19-8
"1-16,1-18",12-19,19-9
"1-16,1-18",12-19,2-12
"1-16,1-18",12-19,2-13
"1-16,1-18",12-19,2-15
"1-16,1-18",12-19,2-16
"1-16,1-18",12-19,2-19
"1-16,1-18",12-19,2-20
"1-16,1-18",12-19,2-3
"1-16,1-18",12-19,2-4
"1-16,1-18",12-19,2-5
"1-16,1-18",12-19,2-6
"1-16,1-18",12-19,2-7
"1-16,1-18",12-19,2-8
"1-16,1-18",12-19,20-12
"1-16,1-18",12-19,20-14
"1-16,1-18",12-19,20-16
"1-16,1-18",12-19,20-18
"1-16,1-18",12-19,20-20
"1-16,1-18",12-19,20-3
"1-16,1-18",12-19,20-4
"1-16,1-18",12-19,20-5
"1-16,1-18",12-19,20-7
"1-16,1-18",12-19,20-8
"1-16,1-18",12-19,3-1
"1-16,1-18",12-19,3-13
"1-16,1-18",12-19,3-18
"1-16,1-18",12-19,3-2
"1-16,1-18",12-19,3-8
"1-16,1-18",12-19,4-1
"1-16,1-18",12-19,4-10
"1-16,1-18",12-19,4-11
"1-16,1-18",12-19,5-1
"1-16,1-18",12-19,5-5
"1-16,1-18",12-19,6-1
"1-16,1-18",12-19,6-6
"1-16,1-18",12-19,7-10
"1-16,1-18",12-19,7-11
"1-16,1-18",12-19,7-20
"1-16,1-18",12-19,7-7
"1-16,1-18",12-19,8-1
"1-16,1-18",12-19,8-13
"1-16,1-18",12-19,8-18
"1-16,1-18",12-19,8-3
"1-16,1-18",12-19,8-7
"1-16,1-18",12-19,8-8
"1-16,1-18",12-19,9-1
"1-16,1-18",12-19,9-20
"1-16,1-18",12-20,12-7
"1-16,1-18",12-20,13-14
"1-16,1-18",12-20,13-19
"1-16,1-18",12-20,13-20
"1-16,1-18",12-20,13-3
"1-16,1-18",12-20,13-7
"1-16,1-18",12-20,14-11
"1-16,1-18",12-20,14-12
"1-16,1-18",12-20,14-13
"1-16,1-18",12-20,14-14
"1-16,1-18",12-20,14-20
"1-16,1-18",12-20,14-8
"1-16,1-18",12-20,14-9
"1-16,1-18",12-20,15-1
"1-16,1-18",12-20,15-19
"1-16,1-18",12-20,15-6
"1-16,1-18",12-20,16-1
"1-16,1-18",12-20,16-16
"1-16,1-18",12-20,16-19
"1-16,1-18",12-20,16-20
"1-16,1-18",12-20,16-5
"1-16,1-18",12-20,17-10
"1-16,1-18",12-20,17-11
"1-16,1-18",12-20,18-1
"1-16,1-18",12-20,18-10
"1-16,1-18",12-20,18-11
"1-16,1-18",12-20,18-12
"1-16,1-18",12-20,18-13
"1-16,1-18",12-20,18-14
"1-16,1-18",12-20,18-15
"1-16,1-18",12-20,18-16
"1-16,1-18",12-20,18-17
"1-16,1-18",12-20,18-2
"1-16,1-18",12-20,18-20
"1-16,1-18",12-20,18-4
"1-16,1-18",12-20,18-5
"1-16,1-18",12-20,18-7
"1-16,1-18",12-20,18-8
"1-16,1-18",12-20,18-9
"1-16,1-18",12-20,19-1
"1-16,1-18",12-20,19-10
"1-16,1-18",12-20,19-11
"1-16,1-18",12-20,19-12
"1-16,1-18",12-20,19-13
"1-16,1-18",12-20,19-14
"1-16,1-18",12-20,19-19
"1-16,1-18",12-20,19-20
"1-16,1-18",12-20,19-3
"1-16,1-18",12-20,19-4
"1-16,1-18",12-20,19-6
"1-16,1-18",12-20,19-7
"1-16,1-18",12-20,19-8
"1-16,1-18",12-20,19-9
"1-16,1-18",12-20,2-12
"1-16,1-18",12-20,2-13
"1-16,1-18",12-20,2-15
"1-16,1-18",12-20,2-16
"1-16,1-18",12-20,2-19
"1-16,1-18",12-20,2-20
"1-16,1-18",12-20,2-3
"1-16,1-18",12-20,2-4
"1-16,1-18",12-20,2-5
"1-16,1-18",12-20,2-6
"1-16,1-18",12-20,2-7
"1-16,1-18",12-20,2-8
"1-16,1-18",12-20,20-12
"1-16,1-18",12-20,20-14
"1-16,1-18",12-20,20-16
"1-16,1-18",12-20,20-18
"1-16,1-18",12-20,20-20
"1-16,1-18",12-20,20-3
"1-16,1-18",12-20,20-4
"1-16,1-18",12-20,20-5
"1-16,1-18",12-20,20-7
"1-16,1-18",12-20,20-8
"1-16,1-18",12-20,3-1
"1-16,1-18",12-20,3-13
"1-16,1-18",12-20,3-18
"1-16,1-18",12-20,3-2
"1-16,1-18",12-20,3-8
"1-16,1-18",12-20,4-1
"1-16,1-18",12-20,4-10
"1-16,1-18",12-20,4-11
"1-16,1-18",12-20,5-1
"1-16,1-18",12-20,5-5
"1-16,1-18",12-20,6-1
"1-16,1-18",12-20,6-6
"1-16,1-18",12-20,7-10
"1-16,1-18",12-20,7-11
"1-16,1-18",12-20,7-20
"1-16,1-18",12-20,7-7
"1-16,1-18",12-20,8-1
"1-16,1-18",12-20,8-13
"1-16,1-18",12-20,8-18
"1-16,1-18",12-20,8-3
"1-16,1-18",12-20,8-7
"1-16,1-18",12-20,8-8
"1-16,1-18",12-20,9-1
"1-16,1-18",12-20,9-20
"1-16,1-18",12-7,13-14
"1-16,1-18",12-7,13-19
"1-16,1-18",12-7,13-20
"1-16,1-18",12-7,13-3
"1-16,1-18",12-7,13-7
"1-16,1-18",12-7,14-11
"1-16,1-18",12-7,14-12
"1-16,1-18",12-7,14-13
"1-16,1-18",12-7,14-14
"1-16,1-18",12-7,14-20
"1-16,1-18",12-7,14-8
"1-16,1-18",12-7,14-9
"1-16,1-18",12-7,15-1
"1-16,1-18",12-7,15-19
"1-16,1-18",12-7,15-6
"1-16,1-18",12-7,16-1
"1-16,1-18",12-7,16-16
"1-16,1-18",12-7,16-19
"1-16,1-18",12-7,16-20
"1-16,1-18",12-7,16-5
"1-16,1-18",12-7,17-10
"1-16,1-18",12-7,17-11
"1-16,1-18",12-7,18-1
"1-16,1-18",12-7,18-10
"1-16,1-18",12-7,18-11
"1-16,1-18",12-7,18-12
"1-16,1-18",12-7,18-13
"1-16,1-18",12-7,18-14
"1-16,1-18",12-7,18-15
"1-16,1-18",12-7,18-16
"1-16,1-18",12-7,18-17
"1-16,1-18",12-7,18-2
"1-16,1-18",12-7,18-20
"1-16,1-18",12-7,18-4
"1-16,1-18",12-7,18-5
"1-16,1-18",12-7,18-7
"1-16,1-18",12-7,18-8
"1-16,1-18",12-7,18-9
"1-16,1-18",12-7,19-1
"1-16,1-18",12-7,19-10
"1-16,1-18",12-7,19-11
"1-16,1-18",12-7,19-12
"1-16,1-18",12-7,19-13
"1-16,1-18",12-7,19-14
"1-16,1-18",12-7,19-19
"1-16,1-18",12-7,19-20
"1-16,1-18",12-7,19-3
"1-16,1-18",12-7,19-4
"1-16,1-18",12-7,19-6
"1-16,1-18",12-7,19-7
"1-16,1-18",12-7,19-8
"1-16,1-18",12-7,19-9
"1-16,1-18",12-7,2-12
"1-16,1-18",12-7,2-13
"1-16,1-18",12-7,2-15
"1-16,1-18",12-7,2-16
"1-16,1-18",12-7,2-19
"1-16,1-18",12-7,2-20
"1-16,1-18",12-7,2-3
"1-16,1-18",12-7,2-4
"1-16,1-18",12-7,2-5
"1-16,1-18",12-7,2-6
"1-16,1-18",12-7,2-7
"1-16,1-18",12-7,2-8
"1-16,1-18",12-7,20-12
"1-16,1-18",12-7,20-14
"1-16,1-18",12-7,20-16
"1-16,1-18",12-7,20-18
"1-16,1-18",12-7,20-20
"1-16,1-18",12-7,20-3
"1-16,1-18",12-7,20-4
"1-16,1-18",12-7,20-5
"1-16,1-18",12-7,20-7
"1-16,1-18",12-7,20-8
"1-16,1-18",12-7,3-1
"1-16,1-18",12-7,3-13
"1-16,1-18",12-7,3-18
"1-16,1-18",12-7,3-2
"1-16,1-18",12-7,3-8
"1-16,1-18",12-7,4-1
"1-16,1-18",12-7,4-10
"1-16,1-18",12-7,4-11
"1-16,1-18",12-7,5-1
"1-16,1-18",12-7,5-5
"1-16,1-18",12-7,6-1
"1-16,1-18",12-7,6-6
"1-16,1-18",12-7,7-10
"1-16,1-18",12-7,7-11
"1-16,1-18",12-7,7-20
"1-16,1-18",12-7,7-7
"1-16,1-18",12-7,8-1
"1-16,1-18",12-7,8-13
"1-16,1-18",12-7,8-18
"1-16,1-18",12-7,8-3
"1-16,1-18",12-7,8-7
"1-16,1-18",12-7,8-8
"1-16,1-18",12-7,9-1
"1-16,1-18",12-7,9-20
"1-16,1-18",13-14,13-19
"1-16,1-18",13-14,13-20
"1-16,1-18",13-14,13-3
"1-16,1-18",13-14,13-7
"1-16,1-18",13-14,14-11
"1-16,1-18",13-14,14-12
"1-16,1-18",13-14,14-13
"1-16,1-18",13-14,14-14
"1-16,1-18",13-14,14-20
"1-16,1-18",13-14,14-8
"1-16,1-18",13-14,14-9
"1-16,1-18",13-14,15-1
"1-16,1-18",13-14,15-19
"1-16,1-18",13-14,15-6
"1-16,1-18",13-14,16-1
"1-16,1-18",13-14,16-16
"1-16,1-18",13-14,16-19
"1-16,1-18",13-14,16-20
"1-16,1-18",13-14,16-5
"1-16,1-18",13-14,17-10
"1-16,1-18",13-14,17-11
"1-16,1-18",13-14,18-1
"1-16,1-18",13-14,18-10
"1-16,1-18",13-14,18-11
"1-16,1-18",13-14,18-12
"1-16,1-18",13-14,18-13
"1-16,1-18",13-14,18-14
"1-16,1-18",13-14,18-15
"1-16,1-18",13-14,18-16
"1-16,1-18",13-14,18-17
"1-16,1-18",13-14,18-2
"1-16,1-18",13-14,18-20
"1-16,1-18",13-14,18-4
"1-16,1-18",13-14,18-5
"1-16,1-18",13-14,18-7
"1-16,1-18",13-14,18-8
"1-16,1-18",13-14,18-9
"1-16,1-18",13-14,19-1
"1-16,1-18",13-14,19-10
"1-16,1-18",13-14,19-11
"1-16,1-18",13-14,19-12
"1-16,1-18",13-14,19-13
"1-16,1-18",13-14,19-14
"1-16,1-18",13-14,19-19
"1-16,1-18",13-14,19-20
"1-16,1-18",13-14,19-3
"1-16,1-18",13-14,19-4
"1-16,1-18",13-14,19-6
"1-16,1-18",13-14,19-7
"1-16,1-18",13-14,19-8
"1-16,1-18",13-14,19-9
"1-16,1-18",13-14,2-12
"1-16,1-18",13-14,2-13
"1-16,1-18",13-14,2-15
"1-16,1-18",13-14,2-16
"1-16,1-18",13-14,2-19
"1-16,1-18",13-14,2-20
"1-16,1-18",13-14,2-3
"1-16,1-18",13-14,2-4
"1-16,1-18",13-14,2-5
"1-16,1-18",13-14,2-6
"1-16,1-18",13-14,2-7
"1-16,1-18",13-14,2-8
"1-16,1-18",13-14,20-12
"1-16,1-18",13-14,20-14
"1-16,1-18",13-14,20-16
"1-16,1-18",13-14,20-18
"1-16,1-18",13-14,20-20
"1-16,1-18",13-14,20-3
"1-16,1-18",13-14,20-4
"1-16,1-18",13-14,20-5
"1-16,1-18",13-14,20-7
"1-16,1-18",13-14,20-8
"1-16,1-18",13-14,3-1
"1-16,1-18",13-14,3-13
"1-16,1-18",13-14,3-18
"1-16,1-18",13-14,3-2
"1-16,1-18",13-14,3-8
"1-16,1-18",13-14,4-1
"1-16,1-18",13-14,4-10
"1-16,1-18",13-14,4-11
"1-16,1-18",13-14,5-1
"1-16,1-18",13-14,5-5
"1-16,1-18",13-14,6-1
"1-16,1-18",13-14,6-6
"1-16,1-18",13-14,7-10
"1-16,1-18",13-14,7-11
"1-16,1-18",13-14,7-20
"1-16,1-18",13-14,7-7
"1-16,1-18",13-14,8-1
"1-16,1-18",13-14,8-13
"1-16,1-18",13-14,8-18
"1-16,1-18",13-14,8-3
"1-16,1-18",13-14,8-7
"1-16,1-18",13-14,8-8
"1-16,1-18",13-14,9-1
"1-16,1-18",13-14,9-20
"1-16,1-18",13-19,13-20
"1-16,1-18",13-19,13-3
"1-16,1-18",13-19,13-7
"1-16,1-18",13-19,14-11
"1-16,1-18",13-19,14-12
"1-16,1-18",13-19,14-13
"1-16,1-18",13-19,14-14
"1-16,1-18",13-19,14-20
"1-16,1-18",13-19,14-8
"1-16,1-18",13-19,14-9
"1-16,1-18",13-19,15-1
"1-16,1-18",13-19,15-19
"1-16,1-18",13-19,15-6
"1-16,1-18",13-19,16-1
"1-16,1-18",13-19,16-16
"1-16,1-18",13-19,16-19
"1-16,1-18",13-19,16-20
"1-16,1-18",13-19,16-5
"1-16,1-18",13-19,17-10
"1-16,1-18",13-19,17-11
"1-16,1-18",13-19,18-1
"1-16,1-18",13-19,18-10
"1-16,1-18",13-19,18-11
"1-16,1-18",13-19,18-12
"1-16,1-18",13-19,18-13
"1-16,1-18",13-19,18-14
"1-16,1-18",13-19,18-15
"1-16,1-18",13-19,18-16
"1-16,1-18",13-19,18-17
"1-16,1-18",13-19,18-2
"1-16,1-18",13-19,18-20
"1-16,1-18",13-19,18-4
"1-16,1-18",13-19,18-5
"1-16,1-18",13-19,18-7
"1-16,1-18",13-19,18-8
"1-16,1-18",13-19,18-9
"1-16,1-18",13-19,19-1
"1-16,1-18",13-19,19-10
"1-16,1-18",13-19,19-11
"1-16,1-18",13-19,19-12
"1-16,1-18",13-19,19-13
"1-16,1-18",13-19,19-14
"1-16,1-18",13-19,19-19
"1-16,1-18",13-19,19-20
"1-16,1-18",13-19,19-3
"1-16,1-18",13-19,19-4
"1-16,1-18",13-19,19-6
"1-16,1-18",13-19,19-7
"1-16,1-18",13-19,19-8
"1-16,1-18",13-19,19-9
"1-16,1-18",13-19,2-12
"1-16,1-18",13-19,2-13
"1-16,1-18",13-19,2-15
"1-16,1-18",13-19,2-16
"1-16,1-18",13-19,2-19
"1-16,1-18",13-19,2-20
"1-16,1-18",13-19,2-3
"1-16,1-18",13-19,2-4
"1-16,1-18",13-19,2-5
"1-16,1-18",13-19,2-6
"1-16,1-18",13-19,2-7
"1-16,1-18",13-19,2-8
"1-16,1-18",13-19,20-12
"1-16,1-18",13-19,20-14
"1-16,1-18",13-19,20-16
"1-16,1-18",13-19,20-18
"1-16,1-18",13-19,20-20
"1-16,1-18",13-19,20-3
"1-16,1-18",13-19,20-4
"1-16,1-18",13-19,20-5
"1-16,1-18",13-19,20-7
"1-16,1-18",13-19,20-8
"1-16,1-18",13-19,3-1
"1-16,1-18",13-19,3-13
"1-16,1-18",13-19,3-18
"1-16,1-18",13-19,3-2
"1-16,1-18",13-19,3-8
"1-16,1-18",13-19,4-1
"1-16,1-18",13-19,4-10
"1-16,1-18",13-19,4-11
"1-16,1-18",13-19,5-1
"1-16,1-18",13-19,5-5
"1-16,1-18",13-19,6-1
"1-16,1-18",13-19,6-6
"1-16,1-18",13-19,7-10
"1-16,1-18",13-19,7-11
"1-16,1-18",13-19,7-20
"1-16,1-18",13-19,7-7
"1-16,1-18",13-19,8-1
"1-16,1-18",13-19,8-13
"1-16,1-18",13-19,8-18
"1-16,1-18",13-19,8-3
"1-16,1-18",13-19,8-7
"1-16,1-18",13-19,8-8
"1-16,1-18",13-19,9-1
"1-16,1-18",13-19,9-20
"1-16,1-18",13-20,13-3
"1-16,1-18",13-20,13-7
"1-16,1-18",13-20,14-11
"1-16,1-18",13-20,14-12
"1-16,1-18",13-20,14-13
"1-16,1-18",13-20,14-14
"1-16,1-18",13-20,14-20
"1-16,1-18",13-20,14-8
"1-16,1-18",13-20,14-9
"1-16,1-18",13-20,15-1
"1-16,1-18",13-20,15-19
"1-16,1-18",13-20,15-6
"1-16,1-18",13-20,16-1
"1-16,1-18",13-20,16-16
"1-16,1-18",13-20,16-19
"1-16,1-18",13-20,16-20
"1-16,1-18",13-20,16-5
"1-16,1-18",13-20,17-10
"1-16,1-18",13-20,17-11
"1-16,1-18",13-20,18-1
"1-16,1-18",13-20,18-10
"1-16,1-18",13-20,18-11
"1-16,1-18",13-20,18-12
"1-16,1-18",13-20,18-13
"1-16,1-18",13-20,18-14
"1-16,1-18",13-20,18-15
"1-16,1-18",13-20,18-16
"1-16,1-18",13-20,18-17
"1-16,1-18",13-20,18-2
"1-16,1-18",13-20,18-20
"1-16,1-18",13-20,18-4
"1-16,1-18",13-20,18-5
"1-16,1-18",13-20,18-7
"1-16,1-18",13-20,18-8
"1-16,1-18",13-20,18-9
"1-16,1-18",13-20,19-1
"1-16,1-18",13-20,19-10
"1-16,1-18",13-20,19-11
"1-16,1-18",13-20,19-12
"1-16,1-18",13-20,19-13
"1-16,1-18",13-20,19-14
"1-16,1-18",13-20,19-19
"1-16,1-18",13-20,19-20
"1-16,1-18",13-20,19-3
"1-16,1-18",13-20,19-4
"1-16,1-18",13-20,19-6
"1-16,1-18",13-20,19-7
"1-16,1-18",13-20,19-8
"1-16,1-18",13-20,19-9
"1-16,1-18",13-20,2-12
"1-16,1-18",13-20,2-13
"1-16,1-18",13-20,2-15
"1-16,1-18",13-20,2-16
"1-16,1-18",13-20,2-19
"1-16,1-18",13-20,2-20
"1-16,1-18",13-20,2-3
"1-16,1-18",13-20,2-4
"1-16,1-18",13-20,2-5
"1-16,1-18",13-20,2-6
"1-16,1-18",13-20,2-7
"1-16,1-18",13-20,2-8
"1-16,1-18",13-20,20-12
"1-16,1-18",13-20,20-14
"1-16,1-18",13-20,20-16
"1-16,1-18",13-20,20-18
"1-16,1-18",13-20,20-20
"1-16,1-18",13-20,20-3
"1-16,1-18",13-20,20-4
"1-16,1-18",13-20,20-5
"1-16,1-18",13-20,20-7
"1-16,1-18",13-20,20-8
"1-16,1-18",13-20,3-1
"1-16,1-18",13-20,3-13
"1-16,1-18",13-20,3-18
"1-16,1-18",13-20,3-2
"1-16,1-18",13-20,3-8
"1-16,1-18",13-20,4-1
"1-16,1-18",13-20,4-10
"1-16,1-18",13-20,4-11
"1-16,1-18",13-20,5-1
"1-16,1-18",13-20,5-5
"1-16,1-18",13-20,6-1
"1-16,1-18",13-20,6-6
"1-16,1-18",13-20,7-10
"1-16,1-18",13-20,7-11
"1-16,1-18",13-20,7-20
"1-16,1-18",13-20,7-7
"1-16,1-18",13-20,8-1
"1-16,1-18",13-20,8-13
"1-16,1-18",13-20,8-18
"1-16,1-18",13-20,8-3
"1-16,1-18",13-20,8-7
"1-16,1-18",13-20,8-8
"1-16,1-18",13-20,9-1
"1-16,1-18",13-20,9-20
"1-16,1-18",13-3,13-7
"1-16,1-18",13-3,14-11
"1-16,1-18",13-3,14-12
"1-16,1-18",13-3,14-13
"1-16,1-18",13-3,14-14
"1-16,1-18",13-3,14-20
"1-16,1-18",13-3,14-8
"1-16,1-18",13-3,14-9
"1-16,1-18",13-3,15-1
"1-16,1-18",13-3,15-19
"1-16,1-18",13-3,15-6
"1-16,1-18",13-3,16-1
"1-16,1-18",13-3,16-16
"1-16,1-18",13-3,16-19
"1-16,1-18",13-3,16-20
"1-16,1-18",13-3,16-5
"1-16,1-18",13-3,17-10
"1-16,1-18",13-3,17-11
"1-16,1-18",13-3,18-1
"1-16,1-18",13-3,18-10
"1-16,1-18",13-3,18-11
"1-16,1-18",13-3,18-12
"1-16,1-18",13-3,18-13
"1-16,1-18",13-3,18-14
"1-16,1-18",13-3,18-15
"1-16,1-18",13-3,18-16
"1-16,1-18",13-3,18-17
"1-16,1-18",13-3,18-2
"1-16,1-18",13-3,18-20
"1-16,1-18",13-3,18-4
"1-16,1-18",13-3,18-5
"1-16,1-18",13-3,18-7
"1-16,1-18",13-3,18-8
"1-16,1-18",13-3,18-9
"1-16,1-18",13-3,19-1
"1-16,1-18",13-3,19-10
"1-16,1-18",13-3,19-11
"1-16,1-18",13-3,19-12
"1-16,1-18",13-3,19-13
"1-16,1-18",13-3,19-14
"1-16,1-18",13-3,19-19
"1-16,1-18",13-3,19-20
"1-16,1-18",13-3,19-3
"1-16,1-18",13-3,19-4
"1-16,1-18",13-3,19-6
"1-16,1-18",13-3,19-7
"1-16,1-18",13-3,19-8
"1-16,1-18",13-3,19-9
"1-16,1-18",13-3,2-12
"1-16,1-18",13-3,2-13
"1-16,1-18",13-3,2-15
"1-16,1-18",13-3,2-16
"1-16,1-18",13-3,2-19
"1-16,1-18",13-3,2-20
"1-16,1-18",13-3,2-3
"1-16,1-18",13-3,2-4
"1-16,1-18",13-3,2-5
"1-16,1-18",13-3,2-6
"1-16,1-18",13-3,2-7
"1-16,1-18",13-3,2-8
"1-16,1-18",13-3,20-12
"1-16,1-18",13-3,20-14
"1-16,1-18",13-3,20-16
"1-16,1-18",13-3,20-18
"1-16,1-18",13-3,20-20
"1-16,1-18",13-3,20-3
"1-16,1-18",13-3,20-4
"1-16,1-18",13-3,20-5
"1-16,1-18",13-3,20-7
"1-16,1-18",13-3,20-8
"1-16,1-18",13-3,3-1
"1-16,1-18",13-3,3-13
"1-16,1-18",13-3,3-18
"1-16,1-18",13-3,3-2
"1-16,1-18",13-3,3-8
"1-16,1-18",13-3,4-1
"1-16,1-18",13-3,4-10
"1-16,1-18",13-3,4-11
"1-16,1-18",13-3,5-1
"1-16,1-18",13-3,5-5
"1-16,1-18",13-3,6-1
"1-16,1-18",13-3,6-6
"1-16,1-18",13-3,7-10
"1-16,1-18",13-3,7-11
"1-16,1-18",13-3,7-20
"1-16,1-18",13-3,7-7
"1-16,1-18",13-3,8-1
"1-16,1-18",13-3,8-13
"1-16,1-18",13-3,8-18
"1-16,1-18",13-3,8-3
"1-16,1-18",13-3,8-7
"1-16,1-18",13-3,8-8
"1-16,1-18",13-3,9-1
"1-16,1-18",13-3,9-20
"1-16,1-18",13-7,14-11
"1-16,1-18",13-7,14-12
"1-16,1-18",13-7,14-13
"1-16,1-18",13-7,14-14
"1-16,1-18",13-7,14-20
"1-16,1-18",13-7,14-8
"1-16,1-18",13-7,14-9
"1-16,1-18",13-7,15-1
"1-16,1-18",13-7,15-19
"1-16,1-18",13-7,15-6
"1-16,1-18",13-7,16-1
"1-16,1-18",13-7,16-16
"1-16,1-18",13-7,16-19
"1-16,1-18",13-7,16-20
"1-16,1-18",13-7,16-5
"1-16,1-18",13-7,17-10
"1-16,1-18",13-7,17-11
"1-16,1-18",13-7,18-1
"1-16,1-18",13-7,18-10
"1-16,1-18",13-7,18-11
"1-16,1-18",13-7,18-12
"1-16,1-18",13-7,18-13
"1-16,1-18",13-7,18-14
"1-16,1-18",13-7,18-15
"1-16,1-18",13-7,18-16
"1-16,1-18",13-7,18-17
"1-16,1-18",13-7,18-2
"1-16,1-18",13-7,18-20
"1-16,1-18",13-7,18-4
"1-16,1-18",13-7,18-5
"1-16,1-18",13-7,18-7
"1-16,1-18",13-7,18-8
"1-16,1-18",13-7,18-9
"1-16,1-18",13-7,19-1
"1-16,1-18",13-7,19-10
"1-16,1-18",13-7,19-11
"1-16,1-18",13-7,19-12
"1-16,1-18",13-7,19-13
"1-16,1-18",13-7,19-14
"1-16,1-18",13-7,19-19
"1-16,1-18",13-7,19-20
"1-16,1-18",13-7,19-3
"1-16,1-18",13-7,19-4
"1-16,1-18",13-7,19-6
"1-16,1-18",13-7,19-7
"1-16,1-18",13-7,19-8
"1-16,1-18",13-7,19-9
"1-16,1-18",13-7,2-12
"1-16,1-18",13-7,2-13
"1-16,1-18",13-7,2-15
"1-16,1-18",13-7,2-16
"1-16,1-18",13-7,2-19
"1-16,1-18",13-7,2-20
"1-16,1-18",13-7,2-3
"1-16,1-18",13-7,2-4
"1-16,1-18",13-7,2-5
"1-16,1-18",13-7,2-6
"1-16,1-18",13-7,2-7
"1-16,1-18",13-7,2-8
"1-16,1-18",13-7,20-12
"1-16,1-18",13-7,20-14
"1-16,1-18",13-7,20-16
"1-16,1-18",13-7,20-18
"1-16,1-18",13-7,20-20
"1-16,1-18",13-7,20-3
"1-16,1-18",13-7,20-4
"1-16,1-18",13-7,20-5
"1-16,1-18",13-7,20-7
"1-16,1-18",13-7,20-8
"1-16,1-18",13-7,3-1
"1-16,1-18",13-7,3-13
"1-16,1-18",13-7,3-18
"1-16,1-18",13-7,3-2
"1-16,1-18",13-7,3-8
"1-16,1-18",13-7,4-1
"1-16,1-18",13-7,4-10
"1-16,1-18",13-7,4-11
"1-16,1-18",13-7,5-1
"1-16,1-18",13-7,5-5
"1-16,1-18",13-7,6-1
"1-16,1-18",13-7,6-6
"1-16,1-18",13-7,7-10
"1-16,1-18",13-7,7-11
"1-16,1-18",13-7,7-20
"1-16,1-18",13-7,7-7
"1-16,1-18",13-7,8-1
"1-16,1-18",13-7,8-13
"1-16,1-18",13-7,8-18
"1-16,1-18",13-7,8-3
"1-16,1-18",13-7,8-7
"1-16,1-18",13-7,8-8
"1-16,1-18",13-7,9-1
"1-16,1-18",13-7,9-20
"1-16,1-18",14-11,14-12
"1-16,1-18",14-11,14-13
"1-16,1-18",14-11,14-14
"1-16,1-18",14-11,14-20
"1-16,1-18",14-11,14-8
"1-16,1-18",14-11,14-9
"1-16,1-18",14-11,15-1
"1-16,1-18",14-11,15-19
"1-16,1-18",14-11,15-6
"1-16,1-18",14-11,16-1
"1-16,1-18",14-11,16-16
"1-16,1-18",14-11,16-19
"1-16,1-18",14-11,16-20
"1-16,1-18",14-11,16-5
"1-16,1-18",14-11,17-10
"1-16,1-18",14-11,17-11
"1-16,1-18",14-11,18-1
"1-16,1-18",14-11,18-10
"1-16,1-18",14-11,18-11
"1-16,1-18",14-11,18-12
"1-16,1-18",14-11,18-13
"1-16,1-18",14-11,18-14
"1-16,1-18",14-11,18-15
"1-16,1-18",14-11,18-16
"1-16,1-18",14-11,18-17
"1-16,1-18",14-11,18-2
"1-16,1-18",14-11,18-20
"1-16,1-18",14-11,18-4
"1-16,1-18",14-11,18-5
"1-16,1-18",14-11,18-7
"1-16,1-18",14-11,18-8
"1-16,1-18",14-11,18-9
"1-16,1-18",14-11,19-1
"1-16,1-18",14-11,19-10
"1-16,1-18",14-11,19-11
"1-16,1-18",14-11,19-12
"1-16,1-18",14-11,19-13
"1-16,1-18",14-11,19-14
"1-16,1-18",14-11,19-19
"1-16,1-18",14-11,19-20
"1-16,1-18",14-11,19-3
"1-16,1-18",14-11,19-4
"1-16,1-18",14-11,19-6
"1-16,1-18",14-11,19-7
"1-16,1-18",14-11,19-8
"1-16,1-18",14-11,19-9
"1-16,1-18",14-11,2-12
"1-16,1-18",14-11,2-13
"1-16,1-18",14-11,2-15
"1-16,1-18",14-11,2-16
"1-16,1-18",14-11,2-19
"1-16,1-18",14-11,2-20
"1-16,1-18",14-11,2-3
"1-16,1-18",14-11,2-4
"1-16,1-18",14-11,2-5
"1-16,1-18",14-11,2-6
"1-16,1-18",14-11,2-7
"1-16,1-18",14-11,2-8
"1-16,1-18",14-11,20-12
"1-16,1-18",14-11,20-14
"1-16,1-18",14-11,20-16
"1-16,1-18",14-11,20-18
