domain,seen_new_a,seen_new_b,samples_a,samples_b
8-8,11-20,14-12,200,200
8-8,11-20,14-13,200,200
8-8,11-20,14-14,200,200
8-8,11-20,14-20,200,200
8-8,11-20,14-8,200,200
8-8,11-20,14-9,200,200
8-8,11-20,15-1,200,200
8-8,11-20,15-19,200,200
8-8,11-20,15-6,200,200
8-8,11-20,16-1,200,200
8-8,11-20,16-16,200,200
8-8,11-20,16-19,200,200
8-8,11-20,16-20,200,200
8-8,11-20,16-5,200,150
8-8,11-20,17-10,200,200
8-8,11-20,17-11,200,200
8-8,11-20,18-1,200,200
8-8,11-20,18-10,200,200
8-8,11-20,18-11,200,200
8-8,11-20,18-12,200,200
8-8,11-20,18-13,200,200
8-8,11-20,18-14,200,200
8-8,11-20,18-15,200,200
8-8,11-20,18-16,200,200
8-8,11-20,18-17,200,200
8-8,11-20,18-2,200,200
8-8,11-20,18-20,200,200
8-8,11-20,18-4,200,200
8-8,11-20,18-5,200,200
8-8,11-20,18-7,200,200
8-8,11-20,18-8,200,200
8-8,11-20,18-9,200,200
8-8,11-20,19-1,200,200
8-8,11-20,19-10,200,200
8-8,11-20,19-11,200,200
8-8,11-20,19-12,200,200
8-8,11-20,19-13,200,200
8-8,11-20,19-14,200,200
8-8,11-20,19-19,200,200
8-8,11-20,19-2,200,200
8-8,11-20,19-20,200,200
8-8,11-20,19-3,200,200
8-8,11-20,19-4,200,200
8-8,11-20,19-6,200,200
8-8,11-20,19-7,200,200
8-8,11-20,19-8,200,200
8-8,11-20,19-9,200,200
8-8,11-20,2-12,200,200
8-8,11-20,2-13,200,200
8-8,11-20,2-14,200,200
8-8,11-20,2-15,200,200
8-8,11-20,2-16,200,150
8-8,11-20,2-17,200,200
8-8,11-20,2-19,200,200
8-8,11-20,2-20,200,150
8-8,11-20,2-3,200,200
8-8,11-20,2-4,200,200
8-8,11-20,2-5,200,200
8-8,11-20,2-6,200,200
8-8,11-20,2-7,200,200
8-8,11-20,2-8,200,200
8-8,11-20,20-12,200,200
8-8,11-20,20-14,200,200
8-8,11-20,20-16,200,200
8-8,11-20,20-18,200,200
8-8,11-20,20-20,200,169
8-8,11-20,20-3,200,200
8-8,11-20,20-4,200,200
8-8,11-20,20-5,200,200
8-8,11-20,20-7,200,200
8-8,11-20,20-8,200,200
8-8,11-20,3-1,200,200
8-8,11-20,3-13,200,200
8-8,11-20,3-18,200,200
8-8,11-20,3-19,200,200
8-8,11-20,3-2,200,200
8-8,11-20,3-20,200,200
8-8,11-20,3-8,200,200
8-8,11-20,4-1,200,200
8-8,11-20,4-10,200,200
8-8,11-20,4-11,200,200
8-8,11-20,5-1,200,200
8-8,11-20,5-16,200,200
8-8,11-20,5-20,200,200
8-8,11-20,5-5,200,200
8-8,11-20,6-1,200,200
8-8,11-20,6-6,200,200
8-8,11-20,7-10,200,200
8-8,11-20,7-11,200,200
8-8,11-20,7-13,200,200
8-8,11-20,7-14,200,200
8-8,11-20,7-20,200,200
8-8,11-20,7-7,200,200
8-8,11-20,8-1,200,200
8-8,11-20,8-13,200,200
8-8,11-20,8-14,200,200
8-8,11-20,8-18,200,200
8-8,11-20,8-3,200,200
8-8,11-20,8-7,200,150
8-8,11-20,8-8,200,200
8-8,11-20,9-1,200,200
8-8,11-20,9-14,200,150
8-8,11-20,9-20,200,200
8-8,11-4,11-7,200,200
8-8,11-4,12-19,200,200
8-8,11-4,12-20,200,200
8-8,11-4,12-7,200,200
8-8,11-4,13-14,200,200
8-8,11-4,13-19,200,200
8-8,11-4,13-20,200,176
8-8,11-4,13-3,200,200
8-8,11-4,13-7,200,200
8-8,11-4,14-11,200,200
8-8,11-4,14-12,200,200
8-8,11-4,14-13,200,200
8-8,11-4,14-14,200,200
8-8,11-4,14-20,200,200
8-8,11-4,14-8,200,200
8-8,11-4,14-9,200,200
8-8,11-4,15-1,200,200
8-8,11-4,15-19,200,200
8-8,11-4,15-6,200,200
8-8,11-4,16-1,200,200
8-8,11-4,16-16,200,200
8-8,11-4,16-19,200,200
8-8,11-4,16-20,200,200
8-8,11-4,16-5,200,150
8-8,11-4,17-10,200,200
8-8,11-4,17-11,200,200
8-8,11-4,18-1,200,200
8-8,11-4,18-10,200,200
8-8,11-4,18-11,200,200
8-8,11-4,18-12,200,200
8-8,11-4,18-13,200,200
8-8,11-4,18-14,200,200
8-8,11-4,18-15,200,200
8-8,11-4,18-16,200,200
8-8,11-4,18-17,200,200
8-8,11-4,18-2,200,200
8-8,11-4,18-20,200,200
8-8,11-4,18-4,200,200
8-8,11-4,18-5,200,200
8-8,11-4,18-7,200,200
8-8,11-4,18-8,200,200
8-8,11-4,18-9,200,200
8-8,11-4,19-1,200,200
8-8,11-4,19-10,200,200
8-8,11-4,19-11,200,200
8-8,11-4,19-12,200,200
8-8,11-4,19-13,200,200
8-8,11-4,19-14,200,200
8-8,11-4,19-19,200,200
8-8,11-4,19-2,200,200
8-8,11-4,19-20,200,200
8-8,11-4,19-3,200,200
8-8,11-4,19-4,200,200
8-8,11-4,19-6,200,200
8-8,11-4,19-7,200,200
8-8,11-4,19-8,200,200
8-8,11-4,19-9,200,200
8-8,11-4,2-12,200,200
8-8,11-4,2-13,200,200
8-8,11-4,2-14,200,200
8-8,11-4,2-15,200,200
8-8,11-4,2-16,200,150
8-8,11-4,2-17,200,200
8-8,11-4,2-19,200,200
8-8,11-4,2-20,200,150
8-8,11-4,2-3,200,200
8-8,11-4,2-4,200,200
8-8,11-4,2-5,200,200
8-8,11-4,2-6,200,200
8-8,11-4,2-7,200,200
8-8,11-4,2-8,200,200
8-8,11-4,20-12,200,200
8-8,11-4,20-14,200,200
8-8,11-4,20-16,200,200
8-8,11-4,20-18,200,200
8-8,11-4,20-20,200,169
8-8,11-4,20-3,200,200
8-8,11-4,20-4,200,200
8-8,11-4,20-5,200,200
8-8,11-4,20-7,200,200
8-8,11-4,20-8,200,200
8-8,11-4,3-1,200,200
8-8,11-4,3-13,200,200
8-8,11-4,3-18,200,200
8-8,11-4,3-19,200,200
8-8,11-4,3-2,200,200
8-8,11-4,3-20,200,200
8-8,11-4,3-8,200,200
8-8,11-4,4-1,200,200
8-8,11-4,4-10,200,200
8-8,11-4,4-11,200,200
8-8,11-4,5-1,200,200
8-8,11-4,5-16,200,200
8-8,11-4,5-20,200,200
8-8,11-4,5-5,200,200
8-8,11-4,6-1,200,200
8-8,11-4,6-6,200,200
8-8,11-4,7-10,200,200
8-8,11-4,7-11,200,200
8-8,11-4,7-13,200,200
8-8,11-4,7-14,200,200
8-8,11-4,7-20,200,200
8-8,11-4,7-7,200,200
8-8,11-4,8-1,200,200
8-8,11-4,8-13,200,200
8-8,11-4,8-14,200,200
8-8,11-4,8-18,200,200
8-8,11-4,8-3,200,200
8-8,11-4,8-7,200,150
8-8,11-4,8-8,200,200
8-8,11-4,9-1,200,200
8-8,11-4,9-14,200,150
8-8,11-4,9-20,200,200
8-8,11-7,12-19,200,200
8-8,11-7,12-20,200,200
8-8,11-7,12-7,200,200
8-8,11-7,13-14,200,200
8-8,11-7,13-19,200,200
8-8,11-7,13-20,200,176
8-8,11-7,13-3,200,200
8-8,11-7,13-7,200,200
8-8,11-7,14-11,200,200
8-8,11-7,14-12,200,200
8-8,11-7,14-13,200,200
8-8,11-7,14-14,200,200
8-8,11-7,14-20,200,200
8-8,11-7,14-8,200,200
8-8,11-7,14-9,200,200
8-8,11-7,15-1,200,200
8-8,11-7,15-19,200,200
8-8,11-7,15-6,200,200
8-8,11-7,16-1,200,200
8-8,11-7,16-16,200,200
8-8,11-7,16-19,200,200
8-8,11-7,16-20,200,200
8-8,11-7,16-5,200,150
8-8,11-7,17-10,200,200
8-8,11-7,17-11,200,200
8-8,11-7,18-1,200,200
8-8,11-7,18-10,200,200
8-8,11-7,18-11,200,200
8-8,11-7,18-12,200,200
8-8,11-7,18-13,200,200
8-8,11-7,18-14,200,200
8-8,11-7,18-15,200,200
8-8,11-7,18-16,200,200
8-8,11-7,18-17,200,200
8-8,11-7,18-2,200,200
8-8,11-7,18-20,200,200
8-8,11-7,18-4,200,200
8-8,11-7,18-5,200,200
8-8,11-7,18-7,200,200
8-8,11-7,18-8,200,200
8-8,11-7,18-9,200,200
8-8,11-7,19-1,200,200
8-8,11-7,19-10,200,200
8-8,11-7,19-11,200,200
8-8,11-7,19-12,200,200
8-8,11-7,19-13,200,200
8-8,11-7,19-14,200,200
8-8,11-7,19-19,200,200
8-8,11-7,19-2,200,200
8-8,11-7,19-20,200,200
8-8,11-7,19-3,200,200
8-8,11-7,19-4,200,200
8-8,11-7,19-6,200,200
8-8,11-7,19-7,200,200
8-8,11-7,19-8,200,200
8-8,11-7,19-9,200,200
8-8,11-7,2-12,200,200
8-8,11-7,2-13,200,200
8-8,11-7,2-14,200,200
8-8,11-7,2-15,200,200
8-8,11-7,2-16,200,150
8-8,11-7,2-17,200,200
8-8,11-7,2-19,200,200
8-8,11-7,2-20,200,150
8-8,11-7,2-3,200,200
8-8,11-7,2-4,200,200
8-8,11-7,2-5,200,200
8-8,11-7,2-6,200,200
8-8,11-7,2-7,200,200
8-8,11-7,2-8,200,200
8-8,11-7,20-12,200,200
8-8,11-7,20-14,200,200
8-8,11-7,20-16,200,200
8-8,11-7,20-18,200,200
8-8,11-7,20-20,200,169
8-8,11-7,20-3,200,200
8-8,11-7,20-4,200,200
8-8,11-7,20-5,200,200
8-8,11-7,20-7,200,200
8-8,11-7,20-8,200,200
8-8,11-7,3-1,200,200
8-8,11-7,3-13,200,200
8-8,11-7,3-18,200,200
8-8,11-7,3-19,200,200
8-8,11-7,3-2,200,200
8-8,11-7,3-20,200,200
8-8,11-7,3-8,200,200
8-8,11-7,4-1,200,200
8-8,11-7,4-10,200,200
8-8,11-7,4-11,200,200
8-8,11-7,5-1,200,200
8-8,11-7,5-16,200,200
8-8,11-7,5-20,200,200
8-8,11-7,5-5,200,200
8-8,11-7,6-1,200,200
8-8,11-7,6-6,200,200
8-8,11-7,7-10,200,200
8-8,11-7,7-11,200,200
8-8,11-7,7-13,200,200
8-8,11-7,7-14,200,200
8-8,11-7,7-20,200,200
8-8,11-7,7-7,200,200
8-8,11-7,8-1,200,200
8-8,11-7,8-13,200,200
8-8,11-7,8-14,200,200
8-8,11-7,8-18,200,200
8-8,11-7,8-3,200,200
8-8,11-7,8-7,200,150
8-8,11-7,8-8,200,200
8-8,11-7,9-1,200,200
8-8,11-7,9-14,200,150
8-8,11-7,9-20,200,200
8-8,12-19,12-20,200,200
8-8,12-19,12-7,200,200
8-8,12-19,13-14,200,200
8-8,12-19,13-19,200,200
8-8,12-19,13-20,200,176
8-8,12-19,13-3,200,200
8-8,12-19,13-7,200,200
8-8,12-19,14-11,200,200
8-8,12-19,14-12,200,200
8-8,12-19,14-13,200,200
8-8,12-19,14-14,200,200
8-8,12-19,14-20,200,200
8-8,12-19,14-8,200,200
8-8,12-19,14-9,200,200
8-8,12-19,15-1,200,200
8-8,12-19,15-19,200,200
8-8,12-19,15-6,200,200
8-8,12-19,16-1,200,200
8-8,12-19,16-16,200,200
8-8,12-19,16-19,200,200
8-8,12-19,16-20,200,200
8-8,12-19,16-5,200,150
8-8,12-19,17-10,200,200
8-8,12-19,17-11,200,200
8-8,12-19,18-1,200,200
8-8,12-19,18-10,200,200
8-8,12-19,18-11,200,200
8-8,12-19,18-12,200,200
8-8,12-19,18-13,200,200
8-8,12-19,18-14,200,200
8-8,12-19,18-15,200,200
8-8,12-19,18-16,200,200
8-8,12-19,18-17,200,200
8-8,12-19,18-2,200,200
8-8,12-19,18-20,200,200
8-8,12-19,18-4,200,200
8-8,12-19,18-5,200,200
8-8,12-19,18-7,200,200
8-8,12-19,18-8,200,200
8-8,12-19,18-9,200,200
8-8,12-19,19-1,200,200
8-8,12-19,19-10,200,200
8-8,12-19,19-11,200,200
8-8,12-19,19-12,200,200
8-8,12-19,19-13,200,200
8-8,12-19,19-14,200,200
8-8,12-19,19-19,200,200
8-8,12-19,19-2,200,200
8-8,12-19,19-20,200,200
8-8,12-19,19-3,200,200
8-8,12-19,19-4,200,200
8-8,12-19,19-6,200,200
8-8,12-19,19-7,200,200
8-8,12-19,19-8,200,200
8-8,12-19,19-9,200,200
8-8,12-19,2-12,200,200
8-8,12-19,2-13,200,200
8-8,12-19,2-14,200,200
8-8,12-19,2-15,200,200
8-8,12-19,2-16,200,150
8-8,12-19,2-17,200,200
8-8,12-19,2-19,200,200
8-8,12-19,2-20,200,150
8-8,12-19,2-3,200,200
8-8,12-19,2-4,200,200
8-8,12-19,2-5,200,200
8-8,12-19,2-6,200,200
8-8,12-19,2-7,200,200
8-8,12-19,2-8,200,200
8-8,12-19,20-12,200,200
8-8,12-19,20-14,200,200
8-8,12-19,20-16,200,200
8-8,12-19,20-18,200,200
8-8,12-19,20-20,200,169
8-8,12-19,20-3,200,200
8-8,12-19,20-4,200,200
8-8,12-19,20-5,200,200
8-8,12-19,20-7,200,200
8-8,12-19,20-8,200,200
8-8,12-19,3-1,200,200
8-8,12-19,3-13,200,200
8-8,12-19,3-18,200,200
8-8,12-19,3-19,200,200
8-8,12-19,3-2,200,200
8-8,12-19,3-20,200,200
8-8,12-19,3-8,200,200
8-8,12-19,4-1,200,200
8-8,12-19,4-10,200,200
8-8,12-19,4-11,200,200
8-8,12-19,5-1,200,200
8-8,12-19,5-16,200,200
8-8,12-19,5-20,200,200
8-8,12-19,5-5,200,200
8-8,12-19,6-1,200,200
8-8,12-19,6-6,200,200
8-8,12-19,7-10,200,200
8-8,12-19,7-11,200,200
8-8,12-19,7-13,200,200
8-8,12-19,7-14,200,200
8-8,12-19,7-20,200,200
8-8,12-19,7-7,200,200
8-8,12-19,8-1,200,200
8-8,12-19,8-13,200,200
8-8,12-19,8-14,200,200
8-8,12-19,8-18,200,200
8-8,12-19,8-3,200,200
8-8,12-19,8-7,200,150
8-8,12-19,8-8,200,200
8-8,12-19,9-1,200,200
8-8,12-19,9-14,200,150
8-8,12-19,9-20,200,200
8-8,12-20,12-7,200,200
8-8,12-20,13-14,200,200
8-8,12-20,13-19,200,200
8-8,12-20,13-20,200,176
8-8,12-20,13-3,200,200
8-8,12-20,13-7,200,200
8-8,12-20,14-11,200,200
8-8,12-20,14-12,200,200
8-8,12-20,14-13,200,200
8-8,12-20,14-14,200,200
8-8,12-20,14-20,200,200
8-8,12-20,14-8,200,200
8-8,12-20,14-9,200,200
8-8,12-20,15-1,200,200
8-8,12-20,15-19,200,200
8-8,12-20,15-6,200,200
8-8,12-20,16-1,200,200
8-8,12-20,16-16,200,200
8-8,12-20,16-19,200,200
8-8,12-20,16-20,200,200
8-8,12-20,16-5,200,150
8-8,12-20,17-10,200,200
8-8,12-20,17-11,200,200
8-8,12-20,18-1,200,200
8-8,12-20,18-10,200,200
8-8,12-20,18-11,200,200
8-8,12-20,18-12,200,200
8-8,12-20,18-13,200,200
8-8,12-20,18-14,200,200
8-8,12-20,18-15,200,200
8-8,12-20,18-16,200,200
8-8,12-20,18-17,200,200
8-8,12-20,18-2,200,200
8-8,12-20,18-20,200,200
8-8,12-20,18-4,200,200
8-8,12-20,18-5,200,200
8-8,12-20,18-7,200,200
8-8,12-20,18-8,200,200
8-8,12-20,18-9,200,200
8-8,12-20,19-1,200,200
8-8,12-20,19-10,200,200
8-8,12-20,19-11,200,200
8-8,12-20,19-12,200,200
8-8,12-20,19-13,200,200
8-8,12-20,19-14,200,200
8-8,12-20,19-19,200,200
8-8,12-20,19-2,200,200
8-8,12-20,19-20,200,200
8-8,12-20,19-3,200,200
8-8,12-20,19-4,200,200
8-8,12-20,19-6,200,200
8-8,12-20,19-7,200,200
8-8,12-20,19-8,200,200
8-8,12-20,19-9,200,200
8-8,12-20,2-12,200,200
8-8,12-20,2-13,200,200
8-8,12-20,2-14,200,200
8-8,12-20,2-15,200,200
8-8,12-20,2-16,200,150
8-8,12-20,2-17,200,200
8-8,12-20,2-19,200,200
8-8,12-20,2-20,200,150
8-8,12-20,2-3,200,200
8-8,12-20,2-4,200,200
8-8,12-20,2-5,200,200
8-8,12-20,2-6,200,200
8-8,12-20,2-7,200,200
8-8,12-20,2-8,200,200
8-8,12-20,20-12,200,200
8-8,12-20,20-14,200,200
8-8,12-20,20-16,200,200
8-8,12-20,20-18,200,200
8-8,12-20,20-20,200,169
8-8,12-20,20-3,200,200
8-8,12-20,20-4,200,200
8-8,12-20,20-5,200,200
8-8,12-20,20-7,200,200
8-8,12-20,20-8,200,200
8-8,12-20,3-1,200,200
8-8,12-20,3-13,200,200
8-8,12-20,3-18,200,200
8-8,12-20,3-19,200,200
8-8,12-20,3-2,200,200
8-8,12-20,3-20,200,200
8-8,12-20,3-8,200,200
8-8,12-20,4-1,200,200
8-8,12-20,4-10,200,200
8-8,12-20,4-11,200,200
8-8,12-20,5-1,200,200
8-8,12-20,5-16,200,200
8-8,12-20,5-20,200,200
8-8,12-20,5-5,200,200
8-8,12-20,6-1,200,200
8-8,12-20,6-6,200,200
8-8,12-20,7-10,200,200
8-8,12-20,7-11,200,200
8-8,12-20,7-13,200,200
8-8,12-20,7-14,200,200
8-8,12-20,7-20,200,200
8-8,12-20,7-7,200,200
8-8,12-20,8-1,200,200
8-8,12-20,8-13,200,200
8-8,12-20,8-14,200,200
8-8,12-20,8-18,200,200
8-8,12-20,8-3,200,200
8-8,12-20,8-7,200,150
8-8,12-20,8-8,200,200
8-8,12-20,9-1,200,200
8-8,12-20,9-14,200,150
8-8,12-20,9-20,200,200
8-8,12-7,13-14,200,200
8-8,12-7,13-19,200,200
8-8,12-7,13-20,200,176
8-8,12-7,13-3,200,200
8-8,12-7,13-7,200,200
8-8,12-7,14-11,200,200
8-8,12-7,14-12,200,200
8-8,12-7,14-13,200,200
8-8,12-7,14-14,200,200
8-8,12-7,14-20,200,200
8-8,12-7,14-8,200,200
8-8,12-7,14-9,200,200
8-8,12-7,15-1,200,200
8-8,12-7,15-19,200,200
8-8,12-7,15-6,200,200
8-8,12-7,16-1,200,200
8-8,12-7,16-16,200,200
8-8,12-7,16-19,200,200
8-8,12-7,16-20,200,200
8-8,12-7,16-5,200,150
8-8,12-7,17-10,200,200
8-8,12-7,17-11,200,200
8-8,12-7,18-1,200,200
8-8,12-7,18-10,200,200
8-8,12-7,18-11,200,200
8-8,12-7,18-12,200,200
8-8,12-7,18-13,200,200
8-8,12-7,18-14,200,200
8-8,12-7,18-15,200,200
8-8,12-7,18-16,200,200
8-8,12-7,18-17,200,200
8-8,12-7,18-2,200,200
8-8,12-7,18-20,200,200
8-8,12-7,18-4,200,200
8-8,12-7,18-5,200,200
8-8,12-7,18-7,200,200
8-8,12-7,18-8,200,200
8-8,12-7,18-9,200,200
8-8,12-7,19-1,200,200
8-8,12-7,19-10,200,200
8-8,12-7,19-11,200,200
8-8,12-7,19-12,200,200
8-8,12-7,19-13,200,200
8-8,12-7,19-14,200,200
8-8,12-7,19-19,200,200
8-8,12-7,19-2,200,200
8-8,12-7,19-20,200,200
8-8,12-7,19-3,200,200
8-8,12-7,19-4,200,200
8-8,12-7,19-6,200,200
8-8,12-7,19-7,200,200
8-8,12-7,19-8,200,200
8-8,12-7,19-9,200,200
8-8,12-7,2-12,200,200
8-8,12-7,2-13,200,200
8-8,12-7,2-14,200,200
8-8,12-7,2-15,200,200
8-8,12-7,2-16,200,150
8-8,12-7,2-17,200,200
8-8,12-7,2-19,200,200
8-8,12-7,2-20,200,150
8-8,12-7,2-3,200,200
8-8,12-7,2-4,200,200
8-8,12-7,2-5,200,200
8-8,12-7,2-6,200,200
8-8,12-7,2-7,200,200
8-8,12-7,2-8,200,200
8-8,12-7,20-12,200,200
8-8,12-7,20-14,200,200
8-8,12-7,20-16,200,200
8-8,12-7,20-18,200,200
8-8,12-7,20-20,200,169
8-8,12-7,20-3,200,200
8-8,12-7,20-4,200,200
8-8,12-7,20-5,200,200
8-8,12-7,20-7,200,200
8-8,12-7,20-8,200,200
8-8,12-7,3-1,200,200
8-8,12-7,3-13,200,200
8-8,12-7,3-18,200,200
8-8,12-7,3-19,200,200
8-8,12-7,3-2,200,200
8-8,12-7,3-20,200,200
8-8,12-7,3-8,200,200
8-8,12-7,4-1,200,200
8-8,12-7,4-10,200,200
8-8,12-7,4-11,200,200
8-8,12-7,5-1,200,200
8-8,12-7,5-16,200,200
8-8,12-7,5-20,200,200
8-8,12-7,5-5,200,200
8-8,12-7,6-1,200,200
8-8,12-7,6-6,200,200
8-8,12-7,7-10,200,200
8-8,12-7,7-11,200,200
8-8,12-7,7-13,200,200
8-8,12-7,7-14,200,200
8-8,12-7,7-20,200,200
8-8,12-7,7-7,200,200
8-8,12-7,8-1,200,200
8-8,12-7,8-13,200,200
8-8,12-7,8-14,200,200
8-8,12-7,8-18,200,200
8-8,12-7,8-3,200,200
8-8,12-7,8-7,200,150
8-8,12-7,8-8,200,200
8-8,12-7,9-1,200,200
8-8,12-7,9-14,200,150
8-8,12-7,9-20,200,200
8-8,13-14,13-19,200,200
8-8,13-14,13-20,200,176
8-8,13-14,13-3,200,200
8-8,13-14,13-7,200,200
8-8,13-14,14-11,200,200
8-8,13-14,14-12,200,200
8-8,13-14,14-13,200,200
8-8,13-14,14-14,200,200
8-8,13-14,14-20,200,200
8-8,13-14,14-8,200,200
8-8,13-14,14-9,200,200
8-8,13-14,15-1,200,200
8-8,13-14,15-19,200,200
8-8,13-14,15-6,200,200
8-8,13-14,16-1,200,200
8-8,13-14,16-16,200,200
8-8,13-14,16-19,200,200
8-8,13-14,16-20,200,200
8-8,13-14,16-5,200,150
8-8,13-14,17-10,200,200
8-8,13-14,17-11,200,200
8-8,13-14,18-1,200,200
8-8,13-14,18-10,200,200
8-8,13-14,18-11,200,200
8-8,13-14,18-12,200,200
8-8,13-14,18-13,200,200
8-8,13-14,18-14,200,200
8-8,13-14,18-15,200,200
8-8,13-14,18-16,200,200
8-8,13-14,18-17,200,200
8-8,13-14,18-2,200,200
8-8,13-14,18-20,200,200
8-8,13-14,18-4,200,200
8-8,13-14,18-5,200,200
8-8,13-14,18-7,200,200
8-8,13-14,18-8,200,200
8-8,13-14,18-9,200,200
8-8,13-14,19-1,200,200
8-8,13-14,19-10,200,200
8-8,13-14,19-11,200,200
8-8,13-14,19-12,200,200
8-8,13-14,19-13,200,200
8-8,13-14,19-14,200,200
8-8,13-14,19-19,200,200
8-8,13-14,19-2,200,200
8-8,13-14,19-20,200,200
8-8,13-14,19-3,200,200
8-8,13-14,19-4,200,200
8-8,13-14,19-6,200,200
8-8,13-14,19-7,200,200
8-8,13-14,19-8,200,200
8-8,13-14,19-9,200,200
8-8,13-14,2-12,200,200
8-8,13-14,2-13,200,200
8-8,13-14,2-14,200,200
8-8,13-14,2-15,200,200
8-8,13-14,2-16,200,150
8-8,13-14,2-17,200,200
8-8,13-14,2-19,200,200
8-8,13-14,2-20,200,150
8-8,13-14,2-3,200,200
8-8,13-14,2-4,200,200
8-8,13-14,2-5,200,200
8-8,13-14,2-6,200,200
8-8,13-14,2-7,200,200
8-8,13-14,2-8,200,200
8-8,13-14,20-12,200,200
8-8,13-14,20-14,200,200
8-8,13-14,20-16,200,200
8-8,13-14,20-18,200,200
8-8,13-14,20-20,200,169
8-8,13-14,20-3,200,200
8-8,13-14,20-4,200,200
8-8,13-14,20-5,200,200
8-8,13-14,20-7,200,200
8-8,13-14,20-8,200,200
8-8,13-14,3-1,200,200
8-8,13-14,3-13,200,200
8-8,13-14,3-18,200,200
8-8,13-14,3-19,200,200
8-8,13-14,3-2,200,200
8-8,13-14,3-20,200,200
8-8,13-14,3-8,200,200
8-8,13-14,4-1,200,200
8-8,13-14,4-10,200,200
8-8,13-14,4-11,200,200
8-8,13-14,5-1,200,200
8-8,13-14,5-16,200,200
8-8,13-14,5-20,200,200
8-8,13-14,5-5,200,200
8-8,13-14,6-1,200,200
8-8,13-14,6-6,200,200
8-8,13-14,7-10,200,200
8-8,13-14,7-11,200,200
8-8,13-14,7-13,200,200
8-8,13-14,7-14,200,200
8-8,13-14,7-20,200,200
8-8,13-14,7-7,200,200
8-8,13-14,8-1,200,200
8-8,13-14,8-13,200,200
8-8,13-14,8-14,200,200
8-8,13-14,8-18,200,200
8-8,13-14,8-3,200,200
8-8,13-14,8-7,200,150
8-8,13-14,8-8,200,200
8-8,13-14,9-1,200,200
8-8,13-14,9-14,200,150
8-8,13-14,9-20,200,200
8-8,13-19,13-20,200,176
8-8,13-19,13-3,200,200
8-8,13-19,13-7,200,200
8-8,13-19,14-11,200,200
8-8,13-19,14-12,200,200
8-8,13-19,14-13,200,200
8-8,13-19,14-14,200,200
8-8,13-19,14-20,200,200
8-8,13-19,14-8,200,200
8-8,13-19,14-9,200,200
8-8,13-19,15-1,200,200
8-8,13-19,15-19,200,200
8-8,13-19,15-6,200,200
8-8,13-19,16-1,200,200
8-8,13-19,16-16,200,200
8-8,13-19,16-19,200,200
8-8,13-19,16-20,200,200
8-8,13-19,16-5,200,150
8-8,13-19,17-10,200,200
8-8,13-19,17-11,200,200
8-8,13-19,18-1,200,200
8-8,13-19,18-10,200,200
8-8,13-19,18-11,200,200
8-8,13-19,18-12,200,200
8-8,13-19,18-13,200,200
8-8,13-19,18-14,200,200
8-8,13-19,18-15,200,200
8-8,13-19,18-16,200,200
8-8,13-19,18-17,200,200
8-8,13-19,18-2,200,200
8-8,13-19,18-20,200,200
8-8,13-19,18-4,200,200
8-8,13-19,18-5,200,200
8-8,13-19,18-7,200,200
8-8,13-19,18-8,200,200
8-8,13-19,18-9,200,200
8-8,13-19,19-1,200,200
8-8,13-19,19-10,200,200
8-8,13-19,19-11,200,200
8-8,13-19,19-12,200,200
8-8,13-19,19-13,200,200
8-8,13-19,19-14,200,200
8-8,13-19,19-19,200,200
8-8,13-19,19-2,200,200
8-8,13-19,19-20,200,200
8-8,13-19,19-3,200,200
8-8,13-19,19-4,200,200
8-8,13-19,19-6,200,200
8-8,13-19,19-7,200,200
8-8,13-19,19-8,200,200
8-8,13-19,19-9,200,200
8-8,13-19,2-12,200,200
8-8,13-19,2-13,200,200
8-8,13-19,2-14,200,200
8-8,13-19,2-15,200,200
8-8,13-19,2-16,200,150
8-8,13-19,2-17,200,200
8-8,13-19,2-19,200,200
8-8,13-19,2-20,200,150
8-8,13-19,2-3,200,200
8-8,13-19,2-4,200,200
8-8,13-19,2-5,200,200
8-8,13-19,2-6,200,200
8-8,13-19,2-7,200,200
8-8,13-19,2-8,200,200
8-8,13-19,20-12,200,200
8-8,13-19,20-14,200,200
8-8,13-19,20-16,200,200
8-8,13-19,20-18,200,200
8-8,13-19,20-20,200,169
8-8,13-19,20-3,200,200
8-8,13-19,20-4,200,200
8-8,13-19,20-5,200,200
8-8,13-19,20-7,200,200
8-8,13-19,20-8,200,200
8-8,13-19,3-1,200,200
8-8,13-19,3-13,200,200
8-8,13-19,3-18,200,200
8-8,13-19,3-19,200,200
8-8,13-19,3-2,200,200
8-8,13-19,3-20,200,200
8-8,13-19,3-8,200,200
8-8,13-19,4-1,200,200
8-8,13-19,4-10,200,200
8-8,13-19,4-11,200,200
8-8,13-19,5-1,200,200
8-8,13-19,5-16,200,200
8-8,13-19,5-20,200,200
8-8,13-19,5-5,200,200
8-8,13-19,6-1,200,200
8-8,13-19,6-6,200,200
8-8,13-19,7-10,200,200
8-8,13-19,7-11,200,200
8-8,13-19,7-13,200,200
8-8,13-19,7-14,200,200
8-8,13-19,7-20,200,200
8-8,13-19,7-7,200,200
8-8,13-19,8-1,200,200
8-8,13-19,8-13,200,200
8-8,13-19,8-14,200,200
8-8,13-19,8-18,200,200
8-8,13-19,8-3,200,200
8-8,13-19,8-7,200,150
8-8,13-19,8-8,200,200
8-8,13-19,9-1,200,200
8-8,13-19,9-14,200,150
8-8,13-19,9-20,200,200
