cell_id,method,new_class_count,k_shot,receiver,seed,scenario,baseline_method,comparison_relation,old_acc_before_increment,baseline_old_acc_before_increment,delta_old_acc_before_increment,old_acc_after_increment,baseline_old_acc_after_increment,delta_old_acc_after_increment,seen_new_acc,baseline_seen_new_acc,delta_seen_new_acc,H_old_new,baseline_H_old_new,delta_H_old_new,candidate_average_forgetting,baseline_candidate_average_forgetting,delta_candidate_average_forgetting,min_old_class_acc,baseline_min_old_class_acc,delta_min_old_class_acc
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,7-7,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.43333333333333335,0.8583333333333333,-0.42499999999999993,0.062,0.004,0.057999999999999996,0.10847913862718708,0.007962891379976808,0.10051624724721027,0.41666666666666663,-0.008333333333333304,0.42499999999999993,0.0,0.3,-0.3
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-7,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.008333333333333333,0.38333333333333336,-0.375,0.184,0.246,-0.062,0.015944540727902946,0.29968220338983054,-0.28373766266192757,0.8416666666666667,0.4666666666666666,0.37500000000000006,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-7,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.0,0.30833333333333335,-0.30833333333333335,0.136,0.212,-0.07599999999999998,0.0,0.25124919923126204,-0.25124919923126204,0.85,0.5416666666666666,0.30833333333333335,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,7-7,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.0,0.39166666666666666,-0.39166666666666666,0.134,0.264,-0.13,0.0,0.31540416878495176,-0.31540416878495176,0.85,0.4583333333333333,0.39166666666666666,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-7,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.0,0.21666666666666667,-0.21666666666666667,0.188,0.366,-0.178,0.0,0.2721967963386728,-0.2721967963386728,0.85,0.6333333333333333,0.21666666666666667,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-7,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.016666666666666666,0.225,-0.20833333333333334,0.186,0.324,-0.138,0.030592105263157893,0.2655737704918033,-0.23498166522864541,0.8333333333333333,0.625,0.20833333333333326,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,7-7,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.0,0.24166666666666667,-0.24166666666666667,0.184,0.346,-0.16199999999999998,0.0,0.2845717526942711,-0.2845717526942711,0.85,0.6083333333333333,0.2416666666666667,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-7,713105,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.09166666666666666,0.5583333333333333,-0.4666666666666667,0.068,0.138,-0.07,0.07807933194154487,0.2213020584011489,-0.14322272645960402,0.7583333333333333,0.29166666666666663,0.4666666666666667,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-7,713105,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.2,0.4583333333333333,-0.2583333333333333,0.046,0.146,-0.09999999999999999,0.07479674796747968,0.22145615002757862,-0.14665940206009895,0.6499999999999999,0.39166666666666666,0.25833333333333325,0.0,0.0,0.0
rx_7_7__seed_713105__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,7-7,713105,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.35833333333333334,0.775,-0.4166666666666667,0.056,0.126,-0.07,0.09686242960579244,0.2167591564927858,-0.11989672688699335,0.49166666666666664,0.07499999999999996,0.4166666666666667,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-7,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.14166666666666666,0.775,-0.6333333333333333,0.31666666666666665,0.0,0.31666666666666665,0.19575757575757574,0.0,0.19575757575757574,0.6333333333333333,0.0,0.6333333333333333,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-7,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,7-7,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-7,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-7,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,7-7,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-7,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.775,0.775,0.0,0.0,0.0,0.0
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-7,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.775,0.775,0.0,0.0,0.0,0.0
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,7-7,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.775,0.775,0.0,0.0,0.0,0.0
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-7,713105,leo_clear_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.025,0.775,-0.75,0.35,0.0,0.35,0.04666666666666666,0.0,0.04666666666666666,0.75,0.0,0.75,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-7,713105,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_7_7__seed_713105__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,7-7,713105,leo_rain_weak,csil_official_repo,strict_same_cell,0.775,0.775,0.0,0.0,0.775,-0.775,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.775,0.0,0.775,0.0,0.3,-0.3
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,1,1,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,1,10,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,1,20,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_1__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,1,5,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,1.0,0.0,1.0,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,8-8,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.8416666666666667,0.8416666666666667,0.0,0.01,0.006,0.004,0.01976516634050881,0.01191506095163193,0.00785010538887688,0.008333333333333304,0.008333333333333304,0.0,0.2,0.2,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.8083333333333333,0.825,-0.016666666666666607,0.008,0.01,-0.002,0.01584320130665578,0.01976047904191617,-0.003917277735260391,0.04166666666666663,0.025000000000000022,0.016666666666666607,0.2,0.25,-0.04999999999999999
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_1,mopc_hr_official_repo_cvs_adapter,25,1,8-8,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.85,0.85,0.0,0.004,0.004,0.0,0.007962529274004683,0.007962529274004683,0.0,0.0,0.0,0.0,0.2,0.2,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,8-8,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.3416666666666667,0.325,0.016666666666666663,0.314,0.31,0.0040000000000000036,0.3272496187086935,0.3173228346456693,0.009926784063024219,0.5083333333333333,0.5249999999999999,-0.016666666666666607,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.49166666666666664,0.49166666666666664,0.0,0.258,0.24,0.018000000000000016,0.3384170742552245,0.3225512528473804,0.015865821407844094,0.35833333333333334,0.35833333333333334,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_10,mopc_hr_official_repo_cvs_adapter,25,10,8-8,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.5,0.5,0.0,0.266,0.268,-0.0020000000000000018,0.3472584856396867,0.34895833333333337,-0.0016998476936466722,0.35,0.35,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,8-8,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.48333333333333334,0.49166666666666664,-0.008333333333333304,0.41,0.41,0.0,0.44365671641791044,0.4471349353049907,-0.0034782188870802755,0.36666666666666664,0.35833333333333334,0.008333333333333304,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.43333333333333335,0.425,0.00833333333333336,0.342,0.36,-0.01799999999999996,0.3822871883061049,0.38980891719745225,-0.007521728891347335,0.41666666666666663,0.425,-0.00833333333333336,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_20,mopc_hr_official_repo_cvs_adapter,25,20,8-8,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.5,0.5,0.0,0.318,0.29,0.028000000000000025,0.3887530562347188,0.36708860759493667,0.02166444863978212,0.35,0.35,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,8-8,713101,leo_clear_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.6,0.5583333333333333,0.04166666666666663,0.186,0.194,-0.008000000000000007,0.28396946564885495,0.287948604342047,-0.0039791386931920525,0.25,0.29166666666666663,-0.04166666666666663,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.5916666666666667,0.5083333333333333,0.08333333333333337,0.148,0.192,-0.04400000000000001,0.23677332131590806,0.27872441694431227,-0.04195109562840421,0.2583333333333333,0.3416666666666667,-0.08333333333333337,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_cvs_adapter__k_5,mopc_hr_official_repo_cvs_adapter,25,5,8-8,713101,leo_rain_weak,mopc_hr_official_repo,strict_same_cell,0.85,0.85,0.0,0.5916666666666667,0.6,-0.008333333333333304,0.16,0.148,0.01200000000000001,0.2518847006651885,0.23743315508021387,0.014451545584974607,0.2583333333333333,0.25,0.008333333333333304,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,8-8,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.5,0.8416666666666667,-0.3416666666666667,0.082,0.006,0.076,0.14089347079037803,0.01191506095163193,0.12897840983874612,0.35,0.008333333333333304,0.3416666666666667,0.0,0.2,-0.2
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.3,0.825,-0.5249999999999999,0.068,0.01,0.058,0.11086956521739132,0.01976047904191617,0.09110908617547514,0.55,0.025000000000000022,0.525,0.0,0.25,-0.25
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_1,mopc_hr_official_repo_sequential5_cvs_adapter,25,1,8-8,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.55,0.85,-0.29999999999999993,0.078,0.004,0.074,0.13662420382165605,0.007962529274004683,0.12866167454765137,0.29999999999999993,0.0,0.29999999999999993,0.0,0.2,-0.2
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,8-8,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.225,0.325,-0.1,0.154,0.31,-0.156,0.18284960422163588,0.3173228346456693,-0.13447323042403342,0.625,0.5249999999999999,0.10000000000000009,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.125,0.49166666666666664,-0.36666666666666664,0.184,0.24,-0.055999999999999994,0.1488673139158576,0.3225512528473804,-0.17368393893152279,0.725,0.35833333333333334,0.36666666666666664,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_10,mopc_hr_official_repo_sequential5_cvs_adapter,25,10,8-8,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.175,0.5,-0.325,0.164,0.268,-0.10400000000000001,0.16932153392330385,0.34895833333333337,-0.17963679941002952,0.675,0.35,0.32500000000000007,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,8-8,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.0,0.49166666666666664,-0.49166666666666664,0.202,0.41,-0.20799999999999996,0.0,0.4471349353049907,-0.4471349353049907,0.85,0.35833333333333334,0.49166666666666664,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.016666666666666666,0.425,-0.4083333333333333,0.192,0.36,-0.16799999999999998,0.030670926517571886,0.38980891719745225,-0.3591379906798804,0.8333333333333333,0.425,0.40833333333333327,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_20,mopc_hr_official_repo_sequential5_cvs_adapter,25,20,8-8,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.025,0.5,-0.475,0.184,0.29,-0.10599999999999998,0.04401913875598086,0.36708860759493667,-0.3230694688389558,0.825,0.35,0.475,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,8-8,713101,leo_clear_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.5,0.5583333333333333,-0.05833333333333335,0.054,0.194,-0.14,0.09747292418772563,0.287948604342047,-0.19047568015432137,0.35,0.29166666666666663,0.05833333333333335,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,8-8,713101,leo_low_elev_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.43333333333333335,0.5083333333333333,-0.07499999999999996,0.074,0.192,-0.11800000000000001,0.1264126149802891,0.27872441694431227,-0.15231180196402316,0.41666666666666663,0.3416666666666667,0.07499999999999996,0.0,0.0,0.0
rx_8_8__seed_713101__new_25__mopc_hr_official_repo_sequential5_cvs_adapter__k_5,mopc_hr_official_repo_sequential5_cvs_adapter,25,5,8-8,713101,leo_rain_weak,mopc_hr_official_repo,single_stage_reference_not_equivalent,0.85,0.85,0.0,0.5,0.6,-0.09999999999999998,0.076,0.148,-0.072,0.13194444444444445,0.23743315508021387,-0.10548871063576942,0.35,0.25,0.09999999999999998,0.0,0.0,0.0
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.13333333333333333,0.85,-0.7166666666666667,0.3333333333333333,0.0,0.3333333333333333,0.19047619047619044,0.0,0.19047619047619044,0.7166666666666667,0.0,0.7166666666666667,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_1,csil_official_repo_corefix_cvs_adapter,3,1,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_10,csil_official_repo_corefix_cvs_adapter,3,10,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,8-8,713101,leo_low_elev_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_20,csil_official_repo_corefix_cvs_adapter,3,20,8-8,713101,leo_rain_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.85,0.85,0.0,0.0,0.0,0.0
rx_8_8__seed_713101__new_3__csil_official_repo_corefix_cvs_adapter__k_5,csil_official_repo_corefix_cvs_adapter,3,5,8-8,713101,leo_clear_weak,csil_official_repo,strict_same_cell,0.85,0.85,0.0,0.0,0.85,-0.85,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.85,0.0,0.85,0.0,0.25,-0.25
